SCALED BULK SIGN ROW UNIT CWIN3P2 MID COVER
python 3.12.6
python_flint 0.9.0
arb_bits 180
git_head 2e3943f8c587a9e204a18d9ab4dcde2ebf9710f9
unit mid_cover_25_109_2_219_4
config CWIN 3/2 beta_order 20 t_order 25 min_dt 1/100000 prec 180
beta_domain 109/2 219/4
t_domain 3/5 2273362671/730000000
cache_entries 265
dependency scripts/run_surface_scaled_bulk_cwin3p2_mid_cover.py sha256 ec105ab8a24be741cc3dc7f5d3dd77a684f1234c1cdc7b15062b8dcb5c980249
dependency scripts/certify_bulk_beta_taylor_scaled_design.py sha256 32a00917b4903d95df331724a7fd5ec5ab3e152228952cd0cdce7ed512a7cc9d
dependency scripts/certify_bulk_beta_taylor_arb.py sha256 f69cfaadd311218a749039a64ad4ae3a68e4bd3e0527be5ac75744955f97b9aa
dependency docs/SURFACE-G2-CWIN3P2-MID-COVER-48P25-69-PREREG-20260722.md sha256 40149697fbb5dc15822b7346c3218bb59789095b37107dc13869f2414a90ee9e
trow 12 26863538697/23360000000 11112488013/9344000000 upper [-7.0783113382135600624837832932535773001272898693510165179463219688628968594453371e-16 +/- 3.92e-96]
trow 13 11112488013/9344000000 3587362671/2920000000 upper [-1.6303187774360272709750150593709335181885956385622392484424014560919355939065161e-16 +/- 4.63e-96]
trow 14 3587362671/2920000000 59233165407/46720000000 upper [-3.0705126820102919230402129061513796059043737382866790507149405956637220837604216e-17 +/- 7.40e-98]
trow 15 59233165407/46720000000 30534264039/23360000000 upper [-3.4166367839188510831981895757448333991695897015624241090554451342590995496967973e-18 +/- 2.17e-98]
trow 16 30534264039/23360000000 123972418827/93440000000 upper [-2.3775577652142795334503686866954250136011396542463154023032512764780611099543071e-17 +/- 4.51e-97]
trow 17 123972418827/93440000000 62903890749/46720000000 upper [-1.2148466408298318572624977778203382610773271678317451675209285144368994846604200e-17 +/- 1.72e-97]
trow 18 62903890749/46720000000 127643144169/93440000000 upper [-6.1390273095785364651256719088168225350328066490227725002329112455370621923104332e-18 +/- 4.23e-99]
trow 19 127643144169/93440000000 3236962671/2336000000 upper [-3.0681050559431175279318274468820072005397006979104665441343706945982421246078184e-18 +/- 9.62e-99]
trow 20 3236962671/2336000000 131313869511/93440000000 upper [-1.5164820011882132268956403658028838567224958954606140523845488640163100873258309e-18 +/- 2.25e-98]
trow 21 131313869511/93440000000 66574616091/46720000000 upper [-7.4131611432031139427157471776912830290885838359542590184338770809188833333257997e-19 +/- 3.87e-99]
trow 22 66574616091/46720000000 134984594853/93440000000 upper [-3.5840199394663697016193531661191083434671432149275904276791767966125338470663069e-19 +/- 2.67e-99]
trow 23 134984594853/93440000000 34204989381/23360000000 upper [-1.7137151579159056521494617318887819575405071946560235983643608305704147412206491e-19 +/- 4.64e-99]
trow 24 34204989381/23360000000 27731064039/18688000000 upper [-8.1041459012374619389109409852014109319100175214666003029178723653752595473348949e-20 +/- 9.24e-101]
trow 25 27731064039/18688000000 70245341433/46720000000 upper [-3.7903036562158676070077908913895686134791969501613830357079409248364634403182831e-20 +/- 1.11e-100]
trow 26 70245341433/46720000000 142326045537/93440000000 upper [-1.7532146979276018076575418655769067623317951819103038289551704601815012344575674e-20 +/- 3.09e-100]
trow 27 142326045537/93440000000 9010088013/5840000000 upper [-8.0201975975059030618670973178908679807736704198598500790769647530410156495645220e-21 +/- 4.74e-101]
trow 28 9010088013/5840000000 145996770879/93440000000 upper [-3.6284117587847864437585791734542626781592332806575783908607016486745293143352875e-21 +/- 1.23e-101]
trow 29 145996770879/93440000000 2956642671/1868800000 upper [-1.6233799633570347676831934223457597447036054081039127602382069892274489226250661e-21 +/- 4.45e-101]
trow 30 2956642671/1868800000 149667496221/93440000000 upper [-7.1826417210518569365154913795493824506703774672864155086423711274780221903175868e-22 +/- 3.80e-102]
trow 31 149667496221/93440000000 37875714723/23360000000 upper [-3.1426378937005237289466635267841798345146679240996037323076182098031216898910866e-22 +/- 3.15e-102]
trow 32 37875714723/23360000000 153338221563/93440000000 upper [-1.3596695147405671315359309792330328518821089991072410366980702071715443883213733e-22 +/- 1.18e-102]
trow 33 153338221563/93440000000 77586792117/46720000000 upper [-5.8167593963006690713822092620261201447844928076040916590926466895563136954668704e-23 +/- 2.09e-103]
trow 34 77586792117/46720000000 31401789381/18688000000 upper [-2.4604388743007649891416909918316543646234395873533515368843697687674281366454293e-23 +/- 1.31e-103]
trow 35 31401789381/18688000000 19855538697/11680000000 upper [-1.0289623300315140067027358594782660681761297885333056962502659478632044557047958e-23 +/- 4.94e-103]
trow 36 19855538697/11680000000 160679672247/93440000000 upper [-4.2541044178802110983209449711770438198321824458444568800270009470964411719101602e-24 +/- 2.91e-105]
trow 37 160679672247/93440000000 81257517459/46720000000 upper [-1.7385979944130805211741616467091914596059836734662836747025727863446070968997038e-24 +/- 4.53e-104]
trow 38 81257517459/46720000000 164350397589/93440000000 upper [-7.0230666467721809235824931650852869835800476199287936197104157330138372724539725e-25 +/- 3.03e-105]
trow 39 164350397589/93440000000 8309288013/4672000000 upper [-2.8037285493299462835100580944150431286341211997858994110993337957950113138992014e-25 +/- 2.63e-105]
trow 40 8309288013/4672000000 168021122931/93440000000 upper [-1.1060211532599359139048695528781030168237494187533414275288114979143171087799415e-25 +/- 3.94e-105]
trow 41 168021122931/93440000000 84928242801/46720000000 upper [-4.3105658942928151561908743545518754342904035912175330037696760576223619489570973e-26 +/- 2.45e-106]
trow 42 84928242801/46720000000 171691848273/93440000000 upper [-1.6594361937769174459560937026022137803631763725714780925448334222849268304710243e-26 +/- 4.63e-107]
trow 43 171691848273/93440000000 2711362671/1460000000 upper [-6.3086450245786069637282201841180859993454374880348754936852334596190835026973709e-27 +/- 6.66e-108]
trow 44 2711362671/1460000000 35072514723/18688000000 upper [-2.3677504412884367836380208679029089400444207836714706893500491723695973861433144e-27 +/- 7.87e-108]
trow 45 35072514723/18688000000 88598968143/46720000000 upper [-8.7702109634086686066249706995974866392913428414698876959764016496738778990572422e-28 +/- 2.19e-108]
trow 46 88598968143/46720000000 179033298957/93440000000 upper [-3.2046059698879931340515220155766668534779243240502049653363783143752769253686489e-28 +/- 3.37e-109]
trow 47 179033298957/93440000000 45217165407/23360000000 upper [-1.1545348733761495761581866116317080254150990775487344554705965092472722062164002e-28 +/- 7.38e-109]
trow 48 45217165407/23360000000 182704024299/93440000000 upper [-4.0985689130596725301323625686968879936173932809148494099756816472414505775710790e-29 +/- 1.13e-109]
trow 49 182704024299/93440000000 18453938697/9344000000 upper [-1.4325271555216285849407362798198777917702850352490307020396897990595287943818551e-29 +/- 4.45e-109]
trow 50 18453938697/9344000000 186374749641/93440000000 upper [-4.9247001645101006870502522991233991445864417762970318100523009389030961157114260e-30 +/- 2.45e-110]
trow 51 186374749641/93440000000 23526264039/11680000000 upper [-1.6630081341520568995093624272194309509838341943343716521075355822247891266857168e-30 +/- 4.80e-110]
trow 52 23526264039/11680000000 2603362671/1280000000 upper [-5.5066639475303771538701291729544765729566337161450541060686050816020936918893163e-31 +/- 4.86e-112]
trow 53 2603362671/1280000000 95940418827/46720000000 upper [-1.7837577893943199301352847049287537245075856995936011817820950288087375095003471e-31 +/- 1.38e-111]
trow 54 95940418827/46720000000 7748648013/3737600000 upper [-5.6335635786594242707832211450690954752195616946088781627007761755019898251868084e-32 +/- 2.04e-112]
trow 55 7748648013/3737600000 48887890749/23360000000 upper [-1.7262330847432683005904414076298794649527652252341391032047310488519312237963131e-32 +/- 2.55e-112]
