SCALED BULK SIGN ROW UNIT CWIN3P2 MID GENERIC
python 3.12.6
python_flint 0.9.0
arb_bits 180
git_head f49b2ed398b695c1fef404e86ee445596a91bbcf
unit codex_mid24_63_63p25_20260723
config CWIN 3/2 beta_order 24 t_order 25 min_dt 1/100000 prec 180
beta_domain 63 253/4
t_domain 3/5 7888229531/2530000000
cache_entries 291
dependency scripts/certify_surface_scaled_bulk_cwin3p2_mid_generic.py sha256 58a2964b44cfc9e868bd5e77448a53b91b05ec3a140e35d1d520576aeadc9dba
dependency scripts/certify_bulk_beta_taylor_scaled_design.py sha256 32a00917b4903d95df331724a7fd5ec5ab3e152228952cd0cdce7ed512a7cc9d
dependency scripts/certify_bulk_beta_taylor_arb.py sha256 f69cfaadd311218a749039a64ad4ae3a68e4bd3e0527be5ac75744955f97b9aa
dependency docs/SURFACE-G2-CWIN3P2-MID-PREREG-20260722.md sha256 b3d2834255ecb83ff4ddb907b5d834daee958f2091f11b97c05b82657fa8814a
trow 139 56735606717/20240000000 72876385779/25907200000 upper [-8.8024850347424956532653795171847950159251981518167037075179156287336990201380614e-59 +/- 8.64e-140]
trow 140 72876385779/25907200000 914139937003/323840000000 upper [-2.0423791968788580356700131074457308021625316370123971481308752002742590079804577e-59 +/- 1.42e-139]
trow 141 914139937003/323840000000 3662929977543/1295360000000 upper [-1.1284921325329697990873717378840494786814738931583919288098088605199137213033006e-58 +/- 2.80e-138]
trow 142 3662929977543/1295360000000 1834650103537/647680000000 upper [-7.5598062307887470406046953198703030601380870710725884098900248020662676169448346e-59 +/- 2.41e-139]
trow 143 1834650103537/647680000000 735134087321/259072000000 upper [-5.0612699357433392358395557635886725699839395376488704866202237095459773151797848e-59 +/- 2.26e-139]
trow 144 735134087321/259072000000 460255083267/161920000000 upper [-3.3864497631513720167387932838818987686153189406237505067630738399847993956508457e-59 +/- 2.78e-139]
trow 145 460255083267/161920000000 3688410895667/1295360000000 upper [-2.2644716532426836236977977143211037721233507700550602038337810904609164058395400e-59 +/- 4.99e-139]
trow 146 3688410895667/1295360000000 1847390562599/647680000000 upper [-1.5133037758924429007197079326829254939531459795140099328751207200960070458480609e-59 +/- 2.19e-139]
trow 147 1847390562599/647680000000 3701151354729/1295360000000 upper [-1.0106999915126597962318987672500614109615107563703469748721485505693823836776004e-59 +/- 3.73e-139]
trow 148 3701151354729/1295360000000 8059829531/2816000000 upper [-6.7461513457089390282384238139429511765169638143617687064292273769750415531950426e-60 +/- 9.51e-141]
trow 149 8059829531/2816000000 3713891813791/1295360000000 upper [-4.5001518239795408776246497432325714108773253483420650827640025924003454012104411e-60 +/- 3.77e-140]
trow 150 3713891813791/1295360000000 169102820151/58880000000 upper [-3.0001041826945926845299762596098515852091723830395953344085281162283817362870725e-60 +/- 4.65e-140]
trow 151 169102820151/58880000000 3726632272853/1295360000000 upper [-1.9988634744541304566618999074390583512570537723829936558539097760047543911187323e-60 +/- 2.07e-140]
trow 152 3726632272853/1295360000000 233312656399/80960000000 upper [-1.3309703830366817088429817121468232352012925880554052000691424832904023648941184e-60 +/- 2.37e-140]
trow 153 233312656399/80960000000 747874546383/259072000000 upper [-8.8571080572711448502745971454802745640907738772360486341110731129657626804018856e-61 +/- 1.38e-142]
trow 154 747874546383/259072000000 1872871480723/647680000000 upper [-5.8905208356568929878250047773114548775505185787001171821687506848970715361024325e-61 +/- 1.39e-141]
trow 155 1872871480723/647680000000 3752113190977/1295360000000 upper [-3.9152040939082345220459940848368839365484068583551015002780102013845244636469820e-61 +/- 2.93e-141]
trow 156 3752113190977/1295360000000 939620855127/323840000000 upper [-2.6007200096432397712007678482931170428919904011306934601937206866722775299476852e-61 +/- 1.02e-141]
trow 157 939620855127/323840000000 3764853650039/1295360000000 upper [-1.7265218791098190837081935411522273506343855213563774893841099838530864397791767e-61 +/- 3.89e-141]
trow 158 3764853650039/1295360000000 377122387957/129536000000 upper [-1.1454846584487764549803878417936953754080281334221459951323256405076787096277041e-61 +/- 4.68e-141]
trow 159 377122387957/129536000000 3777594109101/1295360000000 upper [-7.5953181525516107469852627290901087420899906096556592946676963567932004509027283e-62 +/- 3.26e-142]
trow 160 3777594109101/1295360000000 472995542329/161920000000 upper [-5.0331723215119969356093779905545539713773192756514034521266040313567571820265399e-62 +/- 3.43e-142]
trow 161 472995542329/161920000000 344575869833/117760000000 upper [-3.3333153955406404985239327638253608391913011038078020714312093087615975899575676e-62 +/- 3.41e-142]
trow 162 344575869833/117760000000 1898352398847/647680000000 upper [-2.2062272977695266820519594079271480788243997809031411626549423951012215495720188e-62 +/- 3.01e-142]
trow 163 1898352398847/647680000000 152123001089/51814400000 upper [-1.4593594984121154222306233309050175406541863718151981823425028766440130878110814e-62 +/- 1.70e-143]
trow 164 152123001089/51814400000 952361314189/323840000000 upper [-9.6474500558490628857107991208792991443944125023838677343410771882993183142202863e-63 +/- 9.66e-144]
trow 165 952361314189/323840000000 3815815486287/1295360000000 upper [-6.3738160394195991446602122945127586154915565654061533649226549730489637934958201e-63 +/- 2.21e-143]
trow 166 3815815486287/1295360000000 1911092857909/647680000000 upper [-4.2084404647427511273245651993434741363857645880859239058174514936035530184378737e-63 +/- 4.45e-143]
trow 167 1911092857909/647680000000 3828555945349/1295360000000 upper [-2.7769967999860907894756526264037672917078779648227240503906465756741149632836996e-63 +/- 5.21e-144]
trow 168 3828555945349/1295360000000 23968288593/8096000000 upper [-1.8312899229444899562790108414614614446018595375167174492101976016647556746188472e-63 +/- 9.26e-144]
trow 169 23968288593/8096000000 3841296404411/1295360000000 upper [-1.2068697659181176051955937832515142678838301477770580732296798469901888317906242e-63 +/- 4.54e-144]
trow 170 3841296404411/1295360000000 1923833316971/647680000000 upper [-7.9483069862785169220805782154388785061178959928907007193504836448021264583367429e-64 +/- 1.35e-145]
trow 171 1923833316971/647680000000 167566820151/56320000000 upper [-5.2309885405228538848132744608682798138711167214865874309926726238669843854014696e-64 +/- 1.46e-144]
trow 172 167566820151/56320000000 87736524841/29440000000 upper [-3.4400469527669643909600592030625546243880436928743868236609457802906629324888574e-64 +/- 8.18e-145]
trow 173 87736524841/29440000000 773355464507/259072000000 upper [-2.2603664733363368378582107966836523646995913064282327227270697938459428407349802e-64 +/- 2.02e-145]
trow 174 773355464507/259072000000 1936573776033/647680000000 upper [-1.4837865813790789952752296227526466550308039280834017799122933251707464759193955e-64 +/- 5.68e-145]
trow 175 1936573776033/647680000000 3879517781597/1295360000000 upper [-9.7286951474971961753530284820203323217866203649599887991106848359068153956633695e-65 +/- 5.14e-146]
trow 176 3879517781597/1295360000000 485736001391/161920000000 upper [-6.3693591874074551771564555512469658050684732537803275268462677368607251135399653e-65 +/- 1.36e-145]
trow 177 485736001391/161920000000 3892258240659/1295360000000 upper [-4.1618711779226867649323305635756434330881198356057545008572945819817582174831997e-65 +/- 4.88e-145]
trow 178 3892258240659/1295360000000 389862847019/129536000000 upper [-2.7121501345683207944987829258614867572916189194125343321089870227383987195870747e-65 +/- 3.10e-146]
trow 179 389862847019/129536000000 3904998699721/1295360000000 upper [-1.7606498683354236912112852701887966026987828633401610250156222031854186516117520e-65 +/- 2.24e-145]
trow 180 3904998699721/1295360000000 977842232313/323840000000 upper [-1.1365201248053370161980791533162928885652200208795941604205492477130759654578878e-65 +/- 3.58e-145]
trow 181 977842232313/323840000000 3917739158783/1295360000000 upper [-7.2737500962545557599726018335461219183547998335198860091493175271872732752665026e-66 +/- 1.89e-146]
trow 182 3917739158783/1295360000000 1962054694157/647680000000 upper [-4.5932373465598226525461518809400385142035282677631461845985476782875179434384825e-66 +/- 4.68e-146]
trow 183 1962054694157/647680000000 71463265779/23552000000 upper [-2.8381736704145722939501821430128026628527916952693750084169269361696309919995210e-66 +/- 3.17e-146]
trow 184 71463265779/23552000000 246053115461/80960000000 upper [-1.6897682882399021629836295965584359278038152918289774820505239664135349165966069e-66 +/- 5.72e-147]
trow 185 246053115461/80960000000 3943220076907/1295360000000 upper [-9.3880060483611446710273431106682022092243273759478893838445363786878476995047563e-67 +/- 2.49e-147]
trow 186 3943220076907/1295360000000 1974795153219/647680000000 upper [-4.4805625852432716978910574357901823515798520801497961988353442874938337293117303e-67 +/- 3.05e-147]
trow 187 1974795153219/647680000000 3955960535969/1295360000000 upper [-1.2759020088041000862400527565332645047239122065742656067485150514950573396421866e-67 +/- 4.79e-147]
trow 188 3955960535969/1295360000000 7918291301469/2590720000000 upper [-6.2521046069516567850763184394746660411201289653224049237953839877400024502711568e-67 +/- 1.74e-147]
trow 189 7918291301469/2590720000000 7924661531/2590720000 upper [-5.0426905078900139491233844516871222633905087849602003265006807867081706772939435e-67 +/- 4.50e-147]
trow 190 7924661531/2590720000 721002887321/235520000000 upper [-4.0650654676786882006467041616509958356895723132196522359805055760640893117094425e-67 +/- 1.67e-147]
trow 191 721002887321/235520000000 3968700995031/1295360000000 upper [-3.2749814553092278722738814211971499775064111261376664558691271424793465578391616e-67 +/- 2.52e-147]
trow 192 3968700995031/1295360000000 7943772219593/2590720000000 upper [-2.6366117170137344482821631141508750126522057432856848166305118858385290669352837e-67 +/- 3.97e-147]
trow 193 7943772219593/2590720000000 1987535612281/647680000000 upper [-2.1209603800020941265829807917031786488269940877407657905924084684730988281833972e-67 +/- 1.63e-147]
trow 194 1987535612281/647680000000 1591302535731/518144000000 upper [-1.7045585829073785564250639201152284053182713287084020589087908491757390767413850e-67 +/- 4.49e-147]
trow 195 1591302535731/518144000000 3981441454093/1295360000000 upper [-1.3684153570889424131803134354991873122615014076814328615336553243253676116015215e-67 +/- 3.91e-147]
trow 196 3981441454093/1295360000000 7969253137717/2590720000000 upper [-1.0971626956156107977134586316846930612305215116043303297094801670552595120096614e-67 +/- 5.02e-148]
trow 197 7969253137717/2590720000000 498476460453/161920000000 upper [-8.7836999260108236856667435019593741575458164172058518140441262292809241972083002e-68 +/- 3.97e-148]
trow 198 498476460453/161920000000 7981993596779/2590720000000 upper [-7.0198203113597688309567419759844760241357015852675371443812496649394685307311099e-68 +/- 1.06e-148]
trow 199 7981993596779/2590720000000 798836382631/259072000000 upper [-5.5986529484320729464306817726630649108535738190712872579758960107538997205905800e-68 +/- 4.40e-148]
trow 200 798836382631/259072000000 7994734055841/2590720000000 upper [-4.4544352161622924240963461837429551437312216063240980762389027730416239940137007e-68 +/- 3.37e-148]
trow 201 7994734055841/2590720000000 7906229531/2560000000 upper [-3.5339931542196489224589939856891043343229656216220774202256055274160833420094059e-68 +/- 4.43e-148]
trow 202 7906229531/2560000000 8007474514903/2590720000000 upper [-2.7943318694509624965726347737718167339423842417383357845236640441106335072915995e-68 +/- 1.25e-148]
trow 203 8007474514903/2590720000000 4006922372217/1295360000000 upper [-2.2007014847796542916056639270528700097447957413147242708392856723629054813648604e-68 +/- 3.55e-149]
trow 204 4006922372217/1295360000000 1604042994793/518144000000 upper [-1.7250139330922217780446637212008289424852883465478767944872524985727639225730249e-68 +/- 4.97e-148]
trow 205 1604042994793/518144000000 1003323150437/323840000000 upper [-1.3445654298874888470382038985270331090314217120683256451346272437959589681488155e-68 +/- 1.43e-149]
trow 206 1003323150437/323840000000 8032955433027/2590720000000 upper [-1.0410107648918969397483508057346067408513387139471164415173553611555466394497096e-68 +/- 4.67e-148]
trow 207 8032955433027/2590720000000 4019662831279/1295360000000 upper [-7.9952445315596348069576375524243812082232360757513877226439739848578042869088319e-69 +/- 7.88e-150]
trow 208 4019662831279/1295360000000 8045695892089/2590720000000 upper [-6.0812387210762772572534626422333236207025882316631562969250781573923532755218397e-69 +/- 1.55e-149]
trow 209 8045695892089/2590720000000 402603306081/129536000000 upper [-4.5712567121778207874705111007460149415305881689906978086431546233625748451709313e-69 +/- 2.13e-149]
trow 210 402603306081/129536000000 8058436351151/2590720000000 upper [-3.3870141149301211565715117640419172226644092031221013605504001948974153137476992e-69 +/- 8.90e-150]
trow 211 8058436351151/2590720000000 4032403290341/1295360000000 upper [-2.4651896622229650733895700143044539720125011281980150814118804191600551674003841e-69 +/- 2.86e-149]
trow 212 4032403290341/1295360000000 733743346383/235520000000 upper [-1.7545419309102363859327882345249874586292376915815836688304492519553709920557521e-69 +/- 2.85e-151]
trow 213 733743346383/235520000000 7888229531/2530000000 upper [-1.2135441517582937429292329258738704928433799285403855771580936347696528572106687e-69 +/- 4.41e-149]
t_rows 214
SCALED BULK SIGN ROW PASS
SCOPE candidate mid-order generic unit only; no G2/G6 promotion
