SCALED BULK SIGN ROW UNIT CWIN3P2 MID GENERIC
python 3.12.6
python_flint 0.9.0
arb_bits 180
git_head f49b2ed398b695c1fef404e86ee445596a91bbcf
unit codex_mid24_62p75_63_20260723
config CWIN 3/2 beta_order 24 t_order 25 min_dt 1/100000 prec 180
beta_domain 251/4 63
t_domain 3/5 654734467/210000000
cache_entries 291
dependency scripts/certify_surface_scaled_bulk_cwin3p2_mid_generic.py sha256 58a2964b44cfc9e868bd5e77448a53b91b05ec3a140e35d1d520576aeadc9dba
dependency scripts/certify_bulk_beta_taylor_scaled_design.py sha256 32a00917b4903d95df331724a7fd5ec5ab3e152228952cd0cdce7ed512a7cc9d
dependency scripts/certify_bulk_beta_taylor_arb.py sha256 f69cfaadd311218a749039a64ad4ae3a68e4bd3e0527be5ac75744955f97b9aa
dependency docs/SURFACE-G2-CWIN3P2-MID-PREREG-20260722.md sha256 b3d2834255ecb83ff4ddb907b5d834daee958f2091f11b97c05b82657fa8814a
trow 47 24454768477/13440000000 2354203401/1280000000 upper [-7.2209822929154406719927017056469129395708528491665718360053543594603997309403988e-30 +/- 2.51e-110]
trow 48 2354203401/1280000000 780734467/420000000 upper [-2.1905096553397001655912246248421992389916721998054225194828554775985496638524613e-30 +/- 4.76e-110]
trow 49 780734467/420000000 10099148071/5376000000 upper [-6.4360147464639209568496818216371757633845547424804115618013469558223026593098683e-31 +/- 1.01e-112]
trow 50 10099148071/5376000000 8504079137/4480000000 upper [-1.8176717651612397909771863963956512887797779241455453249180542911008629986404307e-31 +/- 3.84e-112]
trow 51 8504079137/4480000000 51553209289/26880000000 upper [-4.8717503364225804927303766872797545667986338803702349151935247208258985288866617e-32 +/- 3.14e-112]
trow 52 51553209289/26880000000 13020485939/6720000000 upper [-1.2096646524543727255153935315466325017597849297350451725986477429461664920897814e-32 +/- 2.56e-112]
trow 53 13020485939/6720000000 17536892741/8960000000 upper [-2.6353435647977361859449650023877912952614946706187011828538820750261815197159368e-33 +/- 8.02e-114]
trow 54 17536892741/8960000000 759134467/384000000 upper [-4.2247750692134569187442205757638368979189910365632673602467160848128422889718586e-34 +/- 1.33e-114]
trow 55 759134467/384000000 35602519949/17920000000 upper [-5.8853201594721154082161974282121162565804248105595068542505492509941963243220273e-33 +/- 2.19e-113]
trow 56 35602519949/17920000000 53668147157/26880000000 upper [-3.2926149466980215177321388043547603728066777509635704621048415014757688228491848e-33 +/- 3.29e-113]
