SCALED BULK SIGN ROW UNIT82 TERMINAL ORDER30 SLICE
python 3.12.6
python_flint 0.9.0
arb_bits 220
git_head 5af9e9c8b4f6b62b967552ffa01920fddf9194fc
unit slice2
config CWIN 3/2 beta_order 30 t_order 35 min_dt 1/100000 prec 220
beta_domain 1101/16 1103/16
t_domain 3/5 34411767481/11030000000
dependency scripts/run_surface_g2_unit82_terminal_slice.py sha256 0bb37f799e1547ee1ef5964e67aea0bf2ad62546f031f7e5a02341c5c4a40cbe
dependency scripts/run_surface_scaled_bulk_cwin3p2_unit82_rescue_order30_slice.py sha256 823936a50539062514b4f5901add0f05d0bc3b3e35c4a1ec6c19fadab19c57b9
dependency scripts/certify_bulk_beta_taylor_scaled_design.py sha256 32a00917b4903d95df331724a7fd5ec5ab3e152228952cd0cdce7ed512a7cc9d
dependency scripts/certify_bulk_beta_taylor_arb.py sha256 f69cfaadd311218a749039a64ad4ae3a68e4bd3e0527be5ac75744955f97b9aa
trow 136 7836630613301/2823680000000 3932212190391/1411840000000 upper [-5.4659617317376969547943156656000794825804694471956880509703273542385948494281074e-62 +/- 5.64e-143]
trow 137 3932212190391/1411840000000 7892218148263/2823680000000 upper [-2.2906069064145862070046470955107913725267737904195208523946017644474215075289433e-62 +/- 2.83e-142]
trow 138 7892218148263/2823680000000 247500372367/88240000000 upper [-9.5725690518615413019886016891204679436853772584640745522351768219197814552345817e-63 +/- 4.17e-143]
trow 139 247500372367/88240000000 317912227329/112947200000 upper [-3.9893338145791693531120068378990849605965256725090048075497755669280469575470087e-63 +/- 1.87e-143]
trow 140 317912227329/112947200000 3987799725353/1411840000000 upper [-1.6579345169261226656750633670458121930177543985943665446507709032310465275764749e-63 +/- 1.01e-143]
trow 141 3987799725353/1411840000000 8003393218187/2823680000000 upper [-6.8711123968249662635474955729332189410678178473298043339165690269302655854970315e-64 +/- 3.29e-144]
trow 142 8003393218187/2823680000000 2007796746417/705920000000 upper [-2.8397505605044099188650514700412250297664761266059550306077569534098225170016812e-64 +/- 2.15e-144]
trow 143 2007796746417/705920000000 8058980753149/2823680000000 upper [-1.1703785111917271843099144172319719513958857418457293402248587791852033660848020e-64 +/- 2.85e-144]
trow 144 8058980753149/2823680000000 808677452063/282368000000 upper [-4.8102352684359536460034379599952831231001810401270774196283531514579531441408545e-65 +/- 1.95e-147]
trow 145 808677452063/282368000000 8114568288111/2823680000000 upper [-1.9715011784784870119536956555846578859040219340020181583425392113947874756077285e-65 +/- 4.19e-145]
trow 146 8114568288111/2823680000000 1017795256949/352960000000 upper [-8.0578434516899370667591783105355934336212541405294104088355623519201978636159364e-66 +/- 2.52e-146]
trow 147 1017795256949/352960000000 8170155823073/2823680000000 upper [-3.2842079711720112262621398427009073134454751251058297000394313895084701775564456e-66 +/- 1.63e-146]
trow 148 8170155823073/2823680000000 4098974795277/1411840000000 upper [-1.3348514405783815283510386866131439856415520761877064606123422370682427566807465e-66 +/- 3.39e-146]
trow 149 4098974795277/1411840000000 1645148671607/564736000000 upper [-5.4103037012391553293308738762500797857725966133525341846732156067008097873151947e-67 +/- 2.36e-147]
trow 150 1645148671607/564736000000 2063384281379/705920000000 upper [-2.1867369924932069135501378398530456125330360746089610227344297922681889353842858e-67 +/- 4.54e-148]
trow 151 2063384281379/705920000000 8281330892997/2823680000000 upper [-8.8136517478333554404079771974176899612390099513454897730142549152371498976592647e-68 +/- 2.16e-148]
trow 152 8281330892997/2823680000000 4154562330239/1411840000000 upper [-3.5424155536284415827916278733038146791540994607331815506201363609212511152488227e-68 +/- 4.90e-148]
trow 153 4154562330239/1411840000000 8336918427959/2823680000000 upper [-1.4197830494024973961667740985987059344408733686875431664856462435738967025998189e-68 +/- 4.19e-148]
trow 154 8336918427959/2823680000000 104558902443/35296000000 upper [-5.6744289203728692497271336752653432873479388698031855085238307248780017179453647e-69 +/- 7.27e-150]
trow 155 104558902443/35296000000 8392505962921/2823680000000 upper [-2.2615095075381170361128393810146923883061434348589174784941475502677914823825616e-69 +/- 3.37e-149]
trow 156 8392505962921/2823680000000 4210149865201/1411840000000 upper [-8.9875881108846238713064620003017376254990913347556115702701049937684034742553331e-70 +/- 1.61e-150]
trow 157 4210149865201/1411840000000 8448093497883/2823680000000 upper [-3.5616458235488077543753629217518076847563949189314669190401110380963963098730119e-70 +/- 1.12e-150]
trow 158 8448093497883/2823680000000 2118971816341/705920000000 upper [-1.4073750230787404720895783721099429756277536324713972072499914797275580834223069e-70 +/- 4.55e-150]
trow 159 2118971816341/705920000000 1700736206569/564736000000 upper [-5.5448650713199608246692939093540110524646611615795236654113736153671310855673080e-71 +/- 2.43e-151]
trow 160 1700736206569/564736000000 4265737400163/1411840000000 upper [-2.1778969899906293762748853381967709547273862836819182620725843421266999516229934e-71 +/- 3.67e-151]
trow 161 4265737400163/1411840000000 8559268567807/2823680000000 upper [-8.5254284598712878935009105014833579485129425309403329269854687186859202216207167e-72 +/- 2.69e-152]
trow 162 8559268567807/2823680000000 1073382791911/352960000000 upper [-3.3237214326772261540990197075754113600525516773575814396127387313662701591866420e-72 +/- 1.25e-152]
trow 163 1073382791911/352960000000 8614856102769/2823680000000 upper [-1.2884133430622067630235980386370489472686427666364529241756010645367287323068101e-72 +/- 1.28e-153]
trow 164 8614856102769/2823680000000 34570599481/11294720000 upper [-4.9476253769051646191087223990531075360057877578961047284070215222233335302703893e-73 +/- 7.42e-154]
trow 165 34570599481/11294720000 8670443637731/2823680000000 upper [-1.8661894774121722026437451933027659817742491505547134684560666014725330703495541e-73 +/- 2.61e-153]
trow 166 8670443637731/2823680000000 2174559351303/705920000000 upper [-6.7780804649654185672667119300934316679386908908501450836766911683951802562197124e-74 +/- 4.95e-155]
trow 167 2174559351303/705920000000 8726031172693/2823680000000 upper [-2.2556565938597682965978222702049958292768444709849184699169263744934382438902392e-74 +/- 1.75e-154]
trow 168 8726031172693/2823680000000 4376912470087/1411840000000 upper [-5.8836729321751115573380281157987729216079465648275939696085082765542222460191764e-75 +/- 1.03e-155]
trow 169 4376912470087/1411840000000 1756323741531/564736000000 upper [-2.5294501038651142252001041517762654751143113087197184393015801137689122670216415e-76 +/- 1.26e-156]
trow 170 1756323741531/564736000000 17591031182791/5647360000000 upper [-3.8106067040455289520751670648342055118250981522200679324355160677493442189716873e-75 +/- 4.76e-155]
trow 171 17591031182791/5647360000000 34411767481/11030000000 upper [-1.6769492965521202372719608173473250877330310051791960323995945677612611891595487e-75 +/- 2.18e-156]
t_rows 172
SCALED BULK SIGN ROW PASS
SCOPE terminal direct-sign unit82 slice2; no H_tail promotion
