SIGNED BILINEAR K2 ENDPOINT CANDIDATE
PROVENANCE git_head 089f50530001e6380fd5982927cbad22400b36af
PROVENANCE python 3.12.6
PROVENANCE python_flint 0.9.0
PROVENANCE arb_bits 140
CONFIG delta=[0,1/1000] grid=48 order5_companion=true
DEPENDENCY scripts/certify_surface_remainder_signed_bilinear_endpoint_candidate.py eceaa94627af7f3a47f31c28245c7ccb46e389d6b69c1ba3f35d13bce93e42bc
DEPENDENCY scripts/probe_surface_remainder_signed_bilinear_with_tails.py 1cf394bb41e865fac25363c9ae7e4b0ec1d7d8ca6b37b639a046662c3510dd3c
DEPENDENCY scripts/probe_surface_remainder_signed_bilinear_series.py e7dc4581048a88c1caabaad994a04897abbe6a1b8317f8c432d0f6d8cb4de62e
DEPENDENCY scripts/surface_remainder_delta0_series_design.py 3bf631c2efca03284d2e1a0b6308a9536792f16b8003637114da143adbb9e063
DEPENDENCY scripts/surface_remainder_delta0_derivative_tail.py 63a147ff86d9ae08e596f38629f0e490211a0ba5ac64ccd95823907eab43258b
DEPENDENCY scripts/surface_remainder_companion_error_ordered.py 31f6d35dde85c47baeed2ab985574ab2cf4cb9210a756fc4dbf20532d2bb6cb2
DEPENDENCY scripts/surface_bessel_integral_remainder.py a872dec36e1dbfe89f357afcc89bfec64ae375b31325458f9f2fcfb9926c246e
ROW [4/5,41/50] grid=48 Y3_radius=[82.3108648061752319 +/- 3.36e-17] C5=[59721.0563784360793 +/- 9.35e-15] KD0_lower=[1.06706601004811225 +/- 4.56e-18] margin_lower=[0.93 +/- 4.81e-3]
ROW [41/50,21/25] grid=48 Y3_radius=[82.4775083065032959 +/- 1.58e-18] C5=[59091.0623389461605 +/- 1.47e-14] KD0_lower=[1.06991491679927458 +/- 3.19e-19] margin_lower=[0.93 +/- 7.42e-3]
ROW [21/25,43/50] grid=48 Y3_radius=[82.6473729610443115 +/- 2.35e-17] C5=[58451.9359773681793 +/- 2.56e-15] KD0_lower=[1.07284431643888973 +/- 3.88e-18] margin_lower=[0.94 +/- 5.27e-3]
ROW [43/50,22/25] grid=48 Y3_radius=[82.8205022811889648 +/- 4.38e-17] C5=[57804.0929267429934 +/- 6.43e-15] KD0_lower=[1.07585495794155667 +/- 2.36e-18] margin_lower=[0.94 +/- 2.83e-3]
ROW [22/25,9/10] grid=48 Y3_radius=[82.9969233274459839 +/- 1.33e-17] C5=[57147.9411040484785 +/- 3.66e-14] KD0_lower=[1.07894766284423164 +/- 5.60e-19] margin_lower=[0.94 +/- 5.65e-3]
ROW [9/10,23/25] grid=48 Y3_radius=[83.1766895055770874 +/- 2.35e-18] C5=[56483.9060348157145 +/- 1.29e-14] KD0_lower=[1.08212320522163402 +/- 4.85e-18] margin_lower=[0.95 +/- 7.26e-3]
ROW [23/25,47/50] grid=48 Y3_radius=[83.3598237037658691 +/- 4.07e-17] C5=[55812.4010122710855 +/- 1.20e-14] KD0_lower=[1.08538245062113860 +/- 4.08e-18] margin_lower=[0.95 +/- 4.44e-3]
ROW [47/50,24/25] grid=48 Y3_radius=[83.5463569164276123 +/- 4.69e-18] C5=[55133.8444284200564 +/- 6.87e-15] KD0_lower=[1.08872627349010982 +/- 2.44e-18] margin_lower=[0.95 +/- 4.56e-3]
ROW [24/25,49/50] grid=48 Y3_radius=[83.7363489866256714 +/- 1.33e-17] C5=[54448.6612888863625 +/- 2.57e-14] KD0_lower=[1.09215554664728964 +/- 4.52e-18] margin_lower=[0.95 +/- 7.68e-3]
ROW [49/50,1] grid=48 Y3_radius=[83.9298177957534790 +/- 3.91e-18] C5=[53757.2694026927137 +/- 6.29e-15] KD0_lower=[1.09567120824040538 +/- 4.97e-18] margin_lower=[0.96 +/- 5.54e-3]
ROW [1,51/50] grid=48 Y3_radius=[84.1268318891525269 +/- 4.46e-17] C5=[53060.0933421120416 +/- 2.98e-15] KD0_lower=[1.09927419058758436 +/- 2.22e-18] margin_lower=[0.96 +/- 4.16e-3]
ROW [51/50,26/25] grid=48 Y3_radius=[84.3274213075637817 +/- 3.83e-17] C5=[52357.5552026561872 +/- 3.77e-15] KD0_lower=[1.10296546477138817 +/- 3.66e-18] margin_lower=[0.96 +/- 7.51e-3]
ROW [26/25,53/50] grid=48 Y3_radius=[84.5316393375396729 +/- 4.85e-17] C5=[51650.0748929358004 +/- 5.33e-15] KD0_lower=[1.10674603842603660 +/- 4.11e-18] margin_lower=[0.97 +/- 5.95e-3]
ROW [53/50,27/25] grid=48 Y3_radius=[84.7395049333572388 +/- 3.05e-17] C5=[50938.0753417597586 +/- 2.01e-14] KD0_lower=[1.11061692632092413 +/- 3.15e-18] margin_lower=[0.97 +/- 4.46e-3]
ROW [27/25,11/10] grid=48 Y3_radius=[84.9510691165924072 +/- 2.66e-17] C5=[50221.9730840378119 +/- 2.27e-14] KD0_lower=[1.11457919939509895 +/- 2.24e-18] margin_lower=[0.97 +/- 8.06e-3]
ROW [11/10,28/25] grid=48 Y3_radius=[85.1663753986358643 +/- 4.22e-17] C5=[49502.1821577571154 +/- 4.88e-14] KD0_lower=[1.11863396347686245 +/- 3.18e-18] margin_lower=[0.98 +/- 5.65e-3]
ROW [28/25,57/50] grid=48 Y3_radius=[85.3854740858078003 +/- 7.05e-18] C5=[48779.1245989503146 +/- 3.98e-14] KD0_lower=[1.12278229741533279 +/- 1.36e-19] margin_lower=[0.98 +/- 5.50e-3]
ROW [57/50,29/25] grid=48 Y3_radius=[85.6084140539169312 +/- 4.77e-17] C5=[48053.2108350352650 +/- 3.84e-14] KD0_lower=[1.12702536175896375 +/- 4.67e-18] margin_lower=[0.99 +/- 8.38e-3]
ROW [29/25,59/50] grid=48 Y3_radius=[85.8352265357971191 +/- 4.07e-17] C5=[47324.8462082756562 +/- 2.54e-15] KD0_lower=[1.13136436287915300 +/- 4.04e-18] margin_lower=[0.99 +/- 4.62e-3]
ROW [59/50,6/5] grid=48 Y3_radius=[86.0659847259521484 +/- 3.75e-17] C5=[46594.4427883202362 +/- 1.56e-14] KD0_lower=[1.13580048039358644 +/- 1.66e-19] margin_lower=[0.99 +/- 7.30e-3]
ROW [6/5,61/50] grid=48 Y3_radius=[86.3007268905639648 +/- 4.38e-17] C5=[45862.4017644310253 +/- 2.37e-14] KD0_lower=[1.14033496988720024 +/- 4.54e-18] margin_lower=[1.0 +/- 6.85e-3]
ROW [61/50,31/25] grid=48 Y3_radius=[86.5395053625106812 +/- 4.77e-17] C5=[45129.1216257318847 +/- 3.38e-14] KD0_lower=[1.14496911361709843 +/- 4.79e-18] margin_lower=[1.00 +/- 5.61e-3]
ROW [31/25,63/50] grid=48 Y3_radius=[86.7823659181594849 +/- 3.68e-17] C5=[44394.9951210430418 +/- 2.19e-14] KD0_lower=[1.14970423814420307 +/- 4.99e-19] margin_lower=[1.01 +/- 8.73e-3]
ROW [63/50,32/25] grid=48 Y3_radius=[87.0293763875961304 +/- 2.90e-17] C5=[43660.4170234883520 +/- 2.79e-14] KD0_lower=[1.15454166229340845 +/- 3.60e-18] margin_lower=[1.01 +/- 4.54e-3]
ROW [32/25,13/10] grid=48 Y3_radius=[87.2805819511413574 +/- 2.19e-17] C5=[42925.7676995608605 +/- 4.03e-14] KD0_lower=[1.15948280284505789 +/- 2.25e-19] margin_lower=[1.01 +/- 8.74e-3]
ROW [13/10,33/25] grid=48 Y3_radius=[87.5360560417175293 +/- 3.14e-18] C5=[42191.4300655893322 +/- 9.22e-15] KD0_lower=[1.16452906222532425 +/- 4.95e-18] margin_lower=[1.02 +/- 5.89e-3]
ROW [33/25,67/50] grid=48 Y3_radius=[87.7958514690399170 +/- 7.83e-18] C5=[41457.7774447536100 +/- 4.75e-14] KD0_lower=[1.16968190772519495 +/- 3.54e-18] margin_lower=[1.02 +/- 7.95e-3]
ROW [67/50,34/25] grid=48 Y3_radius=[88.0600289106369019 +/- 4.46e-17] C5=[40725.1786382542607 +/- 2.41e-14] KD0_lower=[1.17494283654459870 +/- 3.87e-18] margin_lower=[1.03 +/- 6.87e-3]
ROW [34/25,69/50] grid=48 Y3_radius=[88.3286374807357788 +/- 8.60e-18] C5=[39993.9955592632058 +/- 3.02e-14] KD0_lower=[1.18031339119182787 +/- 1.92e-18] margin_lower=[1.03 +/- 7.55e-3]
ROW [69/50,7/5] grid=48 Y3_radius=[88.6017868518829346 +/- 2.97e-17] C5=[39264.5844250731558 +/- 1.65e-14] KD0_lower=[1.18579514999220520 +/- 5.53e-19] margin_lower=[1.04 +/- 7.48e-3]
ROW [7/5,71/50] grid=48 Y3_radius=[88.8795241117477417 +/- 8.0e-19] C5=[38537.2948694477416 +/- 6.33e-15] KD0_lower=[1.19138973239724117 +/- 2.11e-18] margin_lower=[1.04 +/- 7.55e-3]
ROW [71/50,36/25] grid=48 Y3_radius=[89.1620205640792847 +/- 3.21e-17] C5=[37812.4725480904028 +/- 9.71e-15] KD0_lower=[1.19709877720999587 +/- 1.99e-18] margin_lower=[1.05 +/- 7.70e-3]
ROW [36/25,73/50] grid=48 Y3_radius=[89.4492020606994629 +/- 9.39e-18] C5=[37090.4486026139274 +/- 1.75e-14] KD0_lower=[1.20292402490506534 +/- 1.15e-18] margin_lower=[1.05 +/- 7.95e-3]
ROW [73/50,37/25] grid=48 Y3_radius=[89.7411475181579590 +/- 1.57e-17] C5=[36371.5526828984618 +/- 1.81e-14] KD0_lower=[1.20886721511980113 +/- 4.70e-18] margin_lower=[1.06 +/- 7.52e-3]
ROW [37/25,3/2] grid=48 Y3_radius=[90.0379128456115723 +/- 3.44e-17] C5=[35656.1049977945572 +/- 2.64e-14] KD0_lower=[1.21493014832632879 +/- 1.01e-19] margin_lower=[1.06 +/- 8.76e-3]
ROW [3/2,38/25] grid=48 Y3_radius=[90.3395692110061646 +/- 4.93e-17] C5=[34944.4191661015097 +/- 1.26e-14] KD0_lower=[1.22111466208169206 +/- 9.03e-19] margin_lower=[1.07 +/- 6.93e-3]
ROW [38/25,77/50] grid=48 Y3_radius=[90.6461993455886841 +/- 1.80e-17] C5=[34236.8003731120897 +/- 1.52e-14] KD0_lower=[1.22742264586394071 +/- 4.17e-18] margin_lower=[1.1 +/- 0.0315]
ROW [77/50,39/25] grid=48 Y3_radius=[90.9578713178634644 +/- 4.46e-17] C5=[33533.5442811545900 +/- 4.36e-14] KD0_lower=[1.23385605127630572 +/- 4.58e-18] margin_lower=[1.08 +/- 5.93e-3]
ROW [39/25,79/50] grid=48 Y3_radius=[91.2746585607528687 +/- 4.77e-17] C5=[32834.9401609886019 +/- 3.90e-14] KD0_lower=[1.24041686366516405 +/- 3.12e-18] margin_lower=[1.1 +/- 0.0203]
ROW [79/50,8/5] grid=48 Y3_radius=[91.5966395139694214 +/- 1.33e-17] C5=[32141.2678606141531 +/- 3.42e-14] KD0_lower=[1.24710712923891606 +/- 2.51e-18] margin_lower=[1.09 +/- 7.69e-3]
ROW [8/5,81/50] grid=48 Y3_radius=[91.9239339828491211 +/- 6.25e-18] C5=[31452.7986413979750 +/- 4.57e-14] KD0_lower=[1.25392894786494129 +/- 2.15e-18] margin_lower=[1.10 +/- 8.61e-3]
ROW [81/50,41/25] grid=48 Y3_radius=[92.2565855979919434 +/- 4.07e-17] C5=[30769.7971088854822 +/- 8.38e-16] KD0_lower=[1.26088445324993357 +/- 2.32e-18] margin_lower=[1.1 +/- 0.0101]
ROW [41/25,83/50] grid=48 Y3_radius=[92.5946898460388184 +/- 4.07e-17] C5=[30092.5154252186845 +/- 4.86e-14] KD0_lower=[1.26797587163881402 +/- 2.09e-18] margin_lower=[1.11 +/- 6.50e-3]
ROW [83/50,42/25] grid=48 Y3_radius=[92.9384835958480835 +/- 3.92e-18] C5=[29421.1958554319166 +/- 4.55e-14] KD0_lower=[1.27520549966739789 +/- 2.52e-18] margin_lower=[1.1 +/- 0.0229]
ROW [42/25,17/10] grid=48 Y3_radius=[93.2878887653350830 +/- 7.82e-18] C5=[28756.0790690817860 +/- 3.70e-14] KD0_lower=[1.28257561333283099 +/- 3.65e-18] margin_lower=[1.12 +/- 9.49e-3]
ROW [17/10,43/25] grid=48 Y3_radius=[93.6429784297943115 +/- 2.35e-17] C5=[28097.3893821037148 +/- 7.52e-15] KD0_lower=[1.29008862754077108 +/- 2.12e-18] margin_lower=[1.13 +/- 7.47e-3]
